roll_number,ranking,schoolname,address1,county,schooltype,pupils,latitude,longitude,ed_id,ed_english
01300Q,NULL,ST MICHAELS NATIONAL SCHOOL,Danesfort,Kilkenny,primary,47,52.5828769,-7.2416512,97031,DANESFORT
01309L,NULL,STACKALLEN N S,Stackallen,Meath,primary,190,53.7107563,-6.620925,167083,STACKALLAN
01328P,NULL,KILTORMER N S,Kiltormer,Galway,primary,25,53.2356206,-8.2743395,67151,KILTORMER
01356U,NULL,KILNALECK MIXED N S,Barrack Road,Cavan,primary,97,53.8583069,-7.3180517,27061,KILNALECK
01395H,NULL,AGLISH N S,Aglish,Waterford,primary,97,52.0732106,-7.8235611,227050,KEEREEN
01396J,NULL,TULLOHA NATIONAL SCHOOL,Bonane,Kerry,primary,39,51.8801017,-9.5835203,77089,KENMARE
01415K,NULL,RATHOE NS,Rathoe,Carlow,primary,177,52.7875272,-6.7997553,17041,RATHRUSH
01421F,NULL,KILSKYRE MIXED N S,Kilskyre,Meath,primary,88,53.6938579,-6.9959853,167055,KILSKEER
01434O,NULL,S N COLUMCILLE,Tullydonnell,Louth,primary,173,53.838053,-6.3361433,147017,DRUMCAR
01553W,NULL,ST. MOCHTA'S NATIONAL SCHOOL,Louth Village,Louth,primary,151,53.9501285,-6.5435177,147028,LOUTH
01554B,NULL,BAILE AN PHUSTA N S,Ballapousta,Louth,primary,217,53.8216201,-6.5584044,147001,ARDEE RURAL
01569O,NULL,BALLYCAHILL N S,Ballycahill,Tipperary,primary,57,52.6801064,-7.8044421,217162,THURLES URBAN
01572D,NULL,S N NAOMH PADRAIG,Carrowhill,Donegal,primary,64,55.1988576,-7.3933738,57122,MINTIAGHS
01574H,NULL,SCOIL NAOMH IÓSAF,Connaghkinnego,Donegal,primary,50,55.15701,-7.3541386,57088,ILLIES
01583I,NULL,GLOUNAGUILLAGH N S,Glannagilliagh,Kerry,primary,138,52.0720144,-9.8325634,77040,CARAGH
01594N,NULL,ST JOHNS,Goldengrove Road,Tipperary,primary,176,52.9551789,-7.7984696,217152,ROSCREA
01607T,NULL,S N COR NA FOLA B,Cornafulla,Roscommon,primary,243,53.3753507,-8.0051352,197044,CRANNAGH
01676P,NULL,BALLINDINE B N S,Ballindine,Mayo,primary,115,53.6728505,-8.9567623,157020,BALLINDINE
01687U,NULL,DROMLEIGH N S,Dromleigh,Cork,primary,46,51.8343868,-9.0383537,47074,CARRIGBOY
01692N,NULL,FIRMOUNT MIXED N S,Firmount,Cork,primary,127,51.9877808,-8.6979103,47153,FIRMOUNT
01711O,NULL,S N CILL ROSANTA,Kilrossanty,Waterford,primary,127,52.1782195,-7.540557,227088,TINNASAGGART
01731U,NULL,BALLYNACARGY MIXED N S,Ballynacargy,Westmeath,primary,55,53.585042,-7.5372572,237059,KILBIXY
01733B,NULL,ARDARA MIXED N S,Back Road,Donegal,primary,16,54.7640527,-8.4113885,57004,ARDARA
01782O,NULL,S N NAOMH PADRAIG,Barnacleagh,Wicklow,primary,98,52.7982788,-6.1561499,NULL,NULL
01795A,NULL,CENTRAL INFS SCHOOL,Marlborough Street,Dublin,primary,161,53.3513517,-6.2558236,268106,NORTH CITY
01821V,NULL,S N RATH MOR,Rathmore,Kildare,primary,282,53.2060287,-6.5697878,87081,RATHMORE
01840C,NULL,ST CANICE S CONVENT,Rosbercon,Wexford,primary,223,52.3975912,-6.9526612,247100,ROSBERCON URBAN
01862M,NULL,TIPPERARY G N S,St Michael's Street,Tipperary,primary,132,52.4770685,-8.1599693,217164,TIPPERARY EAST URBAN
01866U,NULL,BALLYFORAN MIXED N S,Ballyforan,Roscommon,primary,60,53.4697671,-8.2735544,197104,TAGHBOY
01867W,NULL,CASTLELYONS B N S,Castlelyons,Cork,primary,201,52.0826369,-8.2291032,47084,CASTLELYONS
02007A,NULL,CROAGH NATIONAL SCHOOL,Croagh,Limerick,primary,71,52.5343874,-8.8733756,127060,DROMARD
02013S,NULL,BALLINTOGHER N S,Kingsfort,Sligo,primary,81,54.2006449,-8.3649676,207007,BALLINTOGHER EAST
02114B,NULL,S N BAILE UI GHIBLIN,Ballygiblin,Cork,primary,146,52.2662127,-8.2698863,47258,MITCHELSTOWN
02124E,NULL,SCOIL NAIS MOLAISE,Parknakyle,Carlow,primary,107,52.739728,-7.0336882,17037,OLDLEIGHLIN
02237R,NULL,DUALLA N S,Dualla,Tipperary,primary,105,52.5396762,-7.8158601,217126,MAGORBAN
02263S,NULL,CROWENSTOWN N S,Crowenstown,Westmeath,primary,24,53.6112835,-7.0370318,237008,BALLINLOUGH
02278I,NULL,MILLSTREET CONVENT N S,West End,Cork,primary,219,52.0589213,-9.0657421,47114,COOMLOGANE
02322I,NULL,ST OLIVERS NS,Dundalk Street,Louth,primary,166,54.0371322,-6.1843937,147005,CARLINGFORD
02358G,NULL,TEMPLEGLANTINE N S,Templeglantine East,Limerick,primary,51,52.3946392,-9.1800805,127134,TEMPLEGLENTAN
02413L,NULL,S N NAOMH EOIN,Rath,Offaly,primary,120,53.0980052,-7.9096882,187013,BIRR URBAN
02418V,NULL,Knockaderry Farranfore National School,Farranfore,Kerry,primary,66,52.1715992,-9.5477977,77138,MOLAHIFFE
02428B,NULL,LACKAMORE N S,Lackamore,Tipperary,primary,45,52.694825,-8.3222579,217139,NEWPORT
02439G,NULL,S N MHUIRE,Bauroe,Clare,primary,61,52.9260682,-8.6486521,37003,AYLE
02452V,NULL,CLOYNE NATIONAL SCHOOL,Cloyne,Cork,primary,320,51.861739,-8.1276595,47105,CLOYNE
02670I,NULL,SAN ISADOIR,Nodstown South,Tipperary,primary,109,52.5722306,-7.8932312,217141,NODSTOWN
02707F,NULL,SUNDAYS WELL G N S,Strawberry Hill,Cork,primary,180,51.9008895,-8.5003618,NULL,NULL
02745N,NULL,TALLONSTOWN N S,Tallanstown,Louth,primary,325,53.9194496,-6.5497066,147037,TALLANSTOWN
02793B,NULL,S N MULLACH BUI,Castletowncooley,Louth,primary,63,54.0052896,-6.2237442,147032,RATHCOR
02803B,NULL,BANTEER N S,Banteer,Cork,primary,215,52.1311925,-8.8907678,47040,BANTEER
02813E,NULL,S N SHEANAIN,Corgrigg,Limerick,primary,90,52.6105253,-9.1051123,127131,SHANAGOLDEN
02872U,NULL,St. Mary's National School,Lamb's Cross,Dublin,primary,265,53.2641698,-6.2294117,267080,DUNDRUM-SANDYFORD
02889O,NULL,S N AN CHLAIS MHOR,Clashmore,Waterford,primary,91,52.0861865,-7.5619837,227024,CLONEA
02905J,NULL,S N NAOMH PADRAIG,Baconstown,Meath,primary,165,53.444229,-6.803101,167073,RAHINSTOWN
02912G,NULL,SCOIL NA GCOILLINI,Meelick,Mayo,primary,87,53.9224386,-9.0187502,157119,MEELICK
03132I,NULL,S N SLIABH A MHADRA,Ballyduff,Kerry,primary,147,52.4606155,-9.7163034,77069,DROMMARTIN
03220F,NULL,MERCY PRIMARY SCHOOL,Chapel Lane,Offaly,primary,144,53.0931765,-7.9092669,187013,BIRR URBAN
03275H,NULL,NEWTOWN N S,Newtown,Meath,primary,83,53.8203016,-6.6079867,167048,KILLARY
03294L,NULL,S N CAISEAL NA GCORR,Gort a Choirce,Donegal,primary,43,55.1200955,-8.1332033,57081,GORTAHORK
03359N,NULL,BALLYROAN B N S,Ballyroan Road,Dublin,primary,401,53.2863418,-6.2944063,267013,BALLYBODEN
03607G,NULL,S N AINDREIS NAOFA,Leitrim,Galway,primary,106,53.1399803,-8.4664135,67160,LEITRIM
03633H,NULL,SCOIL NÁISIÚNTA BHANTIARNA LOURDES,Hospital Hill,Wexford,primary,268,52.6550857,-6.652193,247094,NEWTOWNBARRY
03704E,NULL,S N SEAN BAILE MOR,Main Street,Cork,primary,66,52.2187977,-8.4759914,47288,SHANBALLYMORE
03787L,NULL,WALSHESTOWN N S,Walshestown,Louth,primary,118,53.8060399,-6.3076997,147009,CLOGHER
03898U,NULL,TOONAGH N S,Fountain,Clare,primary,103,52.8903185,-9.0347438,37147,TEMPLEMALEY
03917V,NULL,NAOMH PADRAIG BOYS,Cambridge Road,Dublin,primary,137,53.3433918,-6.2253548,268110,PEMBROKE EAST A
03924S,NULL,OWENBEG N S,Owenbeg,Sligo,primary,56,54.286325,-8.9623692,207043,EASKY WEST
03928D,NULL,MULLACH N S,Mullagh,Clare,primary,48,52.7996527,-9.4200258,37031,CLOONADRUM
03936C,NULL,S N AN CHUIL,Coole,Westmeath,primary,48,53.6992601,-7.3666546,237049,GLORE
04005G,NULL,S N NAOMH PEADAR,Pouldine,Tipperary,primary,138,52.6801064,-7.8044421,217162,THURLES URBAN
04054T,NULL,BALLINDANGAN MIXED N S,Ballindangan,Cork,primary,20,52.236282,-8.336495,47128,DERRYVILLANE
04062S,NULL,LISTOWEL PRESENTATION PRIMARY,Ballybunion Road,Kerry,primary,243,52.4486895,-9.4961491,77128,LISTOWEL URBAN
04067F,NULL,CONVENT OF MERCY,Church Road,Tipperary,primary,296,51.5897815,-2.9762643,NULL,NULL
04075E,NULL,MOYGLASS N S,Moyglass,Tipperary,primary,127,52.5277526,-7.7081838,217061,COOLEAGH
