roll_number,gaeltacht_indicator,deis,island,irish_classification,ethos
16276H,N ,N ,N ,No subjects through Irish,Catholic
18163E,Y ,N ,N ,All subjects through Irish,Catholic
62210K,N ,N ,N ,No subjects taught through Irish,CATHOLIC
16850N,N ,Y ,N ,No subjects through Irish,Catholic
18250W,N ,Y ,N ,No subjects through Irish,Church Of Ireland
13328I,N ,N ,N ,No subjects through Irish,Church Of Ireland
19911W,N ,N ,N ,No subjects through Irish,Catholic
12788O,N ,N ,N ,No subjects through Irish,Church Of Ireland
16409A,N ,N ,N ,No subjects through Irish,Catholic
20430N,N ,N ,N ,No subjects through Irish,Multi Denominational
19314E,N ,N ,N ,No subjects through Irish,Catholic
16127N,N ,N ,N ,No subjects through Irish,Catholic
17863E,N ,N ,N ,No subjects through Irish,Catholic
19533Q,N ,N ,N ,No subjects through Irish,Catholic
19713S,N ,Y ,N ,No subjects through Irish,Catholic
17715M,N ,N ,N ,No subjects through Irish,Catholic
19036C,N ,N ,N ,No subjects through Irish,Catholic
14260F,N ,N ,N ,No subjects through Irish,Church Of Ireland
09040K,N ,N ,N ,No subjects through Irish,Multi Denominational
15408Q,N ,N ,N ,No subjects through Irish,Catholic
64950O,N ,N ,N ,No subjects taught through Irish,CATHOLIC
91426A,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19645E,N ,Y ,N ,No subjects through Irish,Catholic
17338I,N ,N ,N ,No subjects through Irish,Catholic
08143P,N ,Y ,N ,No subjects through Irish,Catholic
18183K,N ,N ,N ,No subjects through Irish,Catholic
91456J,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19343L,Y ,Y ,N ,All subjects through Irish,Catholic
20458M,N ,N ,N ,No subjects through Irish,Multi Denominational
62360G,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18453N,N ,N ,N ,No subjects through Irish,Catholic
14394D,N ,N ,N ,No subjects through Irish,Catholic
18707S,N ,N ,N ,No subjects through Irish,Catholic
18346M,N ,N ,N ,No subjects through Irish,Catholic
16976M,N ,N ,N ,No subjects through Irish,Catholic
64750G,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17981K,N ,N ,N ,No subjects through Irish,Catholic
15516T,N ,N ,N ,No subjects through Irish,Catholic
18471P,N ,N ,N ,No subjects through Irish,Catholic
63221U,N ,N ,N ,No subjects taught through Irish,CATHOLIC
61130H,N ,N ,N ,No subjects taught through Irish,CATHOLIC
13910N,N ,N ,N ,No subjects through Irish,Catholic
19693P,N ,Y ,N ,No subjects through Irish,Catholic
16384K,Y ,Y ,Y ,All subjects through Irish,Catholic
15680J,N ,N ,N ,No subjects through Irish,Catholic
64710R,N ,N ,N ,No subjects taught through Irish,CATHOLIC
60180R,N ,N ,N ,No subjects taught through Irish,CATHOLIC
06100K,N ,N ,N ,No subjects through Irish,Catholic
70390L,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
12077E,N ,N ,N ,No subjects through Irish,Catholic
62460K,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19557H,N ,N ,N ,No subjects through Irish,Catholic
19856R,N ,N ,N ,All subjects through Irish,Catholic
70910L,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
62050O,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19451O,N ,Y ,N ,No subjects through Irish,Catholic
05548D,Y ,N ,N ,All subjects through Irish,Catholic
03936C,N ,N ,N ,No subjects through Irish,Catholic
17646T,N ,N ,N ,No subjects through Irish,Catholic
12231L,N ,N ,N ,No subjects through Irish,Catholic
18326G,N ,N ,N ,No subjects through Irish,Catholic
19955T,N ,Y ,N ,No subjects through Irish,Catholic
91550B,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
16781U,N ,N ,N ,No subjects through Irish,Catholic
14336M,N ,N ,N ,No subjects through Irish,Catholic
17714K,N ,N ,N ,No subjects through Irish,Catholic
81014R,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
15685T,N ,N ,N ,No subjects through Irish,Catholic
19640R,N ,N ,N ,No subjects through Irish,Catholic
91492N,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
91356F,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
91391H,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
18501V,N ,N ,N ,No subjects through Irish,Catholic
19224D,N ,N ,N ,No subjects through Irish,Catholic
14898I,N ,Y ,N ,No subjects through Irish,Catholic
16928B,N ,Y ,N ,No subjects through Irish,Catholic
17180W,N ,Y ,N ,No subjects through Irish,Catholic
18626S,N ,N ,N ,No subjects through Irish,Catholic
07737Q,N ,N ,N ,No subjects through Irish,Catholic
76069P,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
91494R,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
18829J,N ,N ,N ,No subjects through Irish,Catholic
10146K,N ,N ,N ,No subjects through Irish,Catholic
17608L,N ,N ,N ,No subjects through Irish,Catholic
19680G,N ,N ,N ,All subjects through Irish,Catholic
20480F,N ,N ,N ,No subjects through Irish,Catholic
13632L,N ,N ,N ,No subjects through Irish,Catholic
11453B,N ,N ,N ,No subjects through Irish,Catholic
17170T,N ,N ,N ,No subjects through Irish,Catholic
07900B,N ,N ,N ,No subjects through Irish,Catholic
20334R,N ,N ,N ,All subjects through Irish,Multi Denominational
20054L,N ,Y ,N ,No subjects through Irish,Catholic
17799V,N ,N ,N ,No subjects through Irish,Catholic
16608G,N ,N ,N ,No subjects through Irish,Catholic
17318C,N ,N ,N ,No subjects through Irish,Catholic
20456I,N ,N ,N ,No subjects through Irish,Multi Denominational
64691Q,Y ,N ,N ,All pupils taught all subjects through Irish,CATHOLIC
07191V,N ,N ,N ,No subjects through Irish,Catholic
70600T,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
60991I,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
17728V,N ,N ,N ,No subjects through Irish,Catholic
19991A,N ,N ,N ,All subjects through Irish,Catholic
20017F,N ,N ,N ,No subjects through Irish,Catholic
00467B,N ,N ,N ,No subjects through Irish,Catholic
71840V,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
76075K,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
20081O,N ,N ,N ,All subjects through Irish,Catholic
05230S,N ,N ,N ,No subjects through Irish,Church Of Ireland
20158A,N ,Y ,N ,No subjects through Irish,Multi Denominational
17206O,N ,N ,N ,No subjects through Irish,Catholic
10394G,N ,N ,N ,No subjects through Irish,Catholic
18414D,N ,Y ,N ,No subjects through Irish,Catholic
60871V,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
19983B,N ,N ,N ,No subjects through Irish,Catholic
60361V,N ,N ,N ,No subjects taught through Irish,CATHOLIC
71040M,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19834H,N ,Y ,N ,No subjects through Irish,Catholic
91390F,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19543T,N ,Y ,N ,No subjects through Irish,Catholic
18441G,N ,Y ,N ,No subjects through Irish,Catholic
20272V,N ,N ,N ,Some subjects through Irish,Catholic
17533G,N ,N ,N ,No subjects through Irish,Catholic
18087O,N ,N ,N ,No subjects through Irish,Catholic
10780L,N ,N ,N ,No subjects through Irish,Catholic
19423J,N ,N ,N ,No subjects through Irish,Catholic
17362F,N ,N ,N ,No subjects through Irish,Catholic
63730S,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17562N,N ,Y ,N ,No subjects through Irish,Catholic
61930Q,N ,N ,N ,No subjects taught through Irish,CATHOLIC
13831R,N ,N ,N ,No subjects through Irish,Catholic
16759E,N ,N ,N ,No subjects through Irish,Catholic
12938H,N ,N ,N ,No subjects through Irish,Catholic
18184M,N ,N ,N ,No subjects through Irish,Catholic
17585C,N ,N ,N ,No subjects through Irish,Catholic
13415D,Y ,N ,N ,All subjects through Irish,Catholic
16439J,N ,N ,N ,No subjects through Irish,Catholic
71690F,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
17638U,N ,Y ,N ,No subjects through Irish,Catholic
06959G,N ,Y ,N ,No subjects through Irish,Catholic
20125I,N ,N ,N ,No subjects through Irish,Catholic
15545D,N ,N ,N ,No subjects through Irish,Catholic
20217N,N ,Y ,N ,No subjects through Irish,Catholic
19395H,N ,N ,N ,All subjects through Irish,Catholic
19780K,N ,N ,N ,No subjects through Irish,Catholic
11422N,N ,N ,N ,No subjects through Irish,Catholic
18018S,N ,N ,N ,No subjects through Irish,Catholic
16913L,N ,N ,N ,No subjects through Irish,Catholic
81009B,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
14939T,N ,N ,N ,No subjects through Irish,Church Of Ireland
20260O,N ,N ,N ,All subjects through Irish,Catholic
62621I,N ,Y ,N ,No subjects taught through Irish,CATHOLIC
19918N,N ,N ,N ,No subjects through Irish,Catholic
19437U,N ,N ,N ,All subjects through Irish,Catholic
17869Q,N ,N ,N ,No subjects through Irish,Catholic
61140K,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18145C,N ,Y ,N ,No subjects through Irish,Catholic
19436S,Y ,N ,N ,All subjects through Irish,Catholic
16991I,N ,N ,N ,No subjects through Irish,Catholic
70330Q,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
06539H,N ,N ,N ,No subjects through Irish,Catholic
17871D,N ,N ,N ,No subjects through Irish,Catholic
09186P,N ,N ,N ,No subjects through Irish,Catholic
20241K,N ,Y ,N ,No subjects through Irish,Multi Denominational
71280J,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
02114B,N ,N ,N ,No subjects through Irish,Catholic
18600A,N ,N ,N ,No subjects through Irish,Catholic
04005G,N ,N ,N ,No subjects through Irish,Catholic
17550G,N ,N ,N ,No subjects through Irish,Catholic
18872K,N ,N ,N ,No subjects through Irish,Catholic
18477E,N ,Y ,N ,No subjects through Irish,Catholic
20268H,N ,N ,N ,No subjects through Irish,Multi Denominational
19595P,N ,N ,N ,No subjects through Irish,Catholic
19326L,N ,N ,N ,No subjects through Irish,Catholic
19259W,N ,N ,N ,No subjects through Irish,Catholic
68075O,Y ,N ,N ,No subjects taught through Irish,CATHOLIC
18328K,N ,N ,N ,No subjects through Irish,Catholic
18365Q,N ,N ,N ,No subjects through Irish,Catholic
19710M,N ,N ,N ,No subjects through Irish,Catholic
04487E,N ,N ,N ,No subjects through Irish,Catholic
60263V,N ,N ,N ,No subjects taught through Irish,CATHOLIC
12706J,Y ,N ,N ,All subjects through Irish,Catholic
07636K,N ,Y ,N ,No subjects through Irish,Catholic
71200I,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18109V,N ,N ,N ,No subjects through Irish,Catholic
91447I,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
70720G,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
13679O,N ,N ,N ,No subjects through Irish,Church Of Ireland
18528S,N ,N ,N ,No subjects through Irish,Catholic
13320P,N ,Y ,N ,No subjects through Irish,Catholic
17271C,N ,N ,N ,No subjects through Irish,Catholic
20387P,N ,Y ,N ,Some subjects through Irish,Catholic
18076J,N ,Y ,N ,No subjects through Irish,Catholic
20175A,N ,N ,N ,No subjects through Irish,Multi Denominational
18682F,N ,Y ,N ,No subjects through Irish,Catholic
19921C,N ,N ,N ,No subjects through Irish,Church Of Ireland
12099O,N ,N ,N ,No subjects through Irish,Church Of Ireland
19905E,N ,N ,N ,No subjects through Irish,Multi Denominational
16675V,N ,N ,N ,No subjects through Irish,Catholic
15032U,Y ,Y ,N ,All subjects through Irish,Catholic
16875G,N ,N ,N ,No subjects through Irish,Catholic
15531P,N ,N ,N ,No subjects through Irish,Catholic
17940T,N ,N ,N ,No subjects through Irish,Catholic
18561Q,N ,N ,N ,No subjects through Irish,Catholic
17554O,N ,N ,N ,No subjects through Irish,Catholic
60890C,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20137P,N ,N ,N ,No subjects through Irish,Catholic
18062V,N ,N ,N ,No subjects through Irish,Catholic
07949I,N ,N ,N ,No subjects through Irish,Church Of Ireland
19942K,N ,N ,N ,No subjects through Irish,Catholic
65460C,N ,N ,N ,No subjects taught through Irish,CATHOLIC
70040H,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
18177P,N ,Y ,N ,No subjects through Irish,Catholic
60122D,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20116H,N ,N ,N ,No subjects through Irish,Catholic
09432E,N ,N ,N ,No subjects through Irish,Catholic
15452T,N ,N ,N ,No subjects through Irish,Catholic
15325M,N ,N ,N ,No subjects through Irish,Catholic
17543J,N ,N ,N ,No subjects through Irish,Catholic
17569E,N ,N ,N ,No subjects through Irish,Catholic
19941I,N ,N ,N ,All subjects through Irish,Catholic
20159C,N ,N ,N ,All subjects through Irish,Inter Denominational
19431I,N ,Y ,N ,No subjects through Irish,Catholic
19750B,N ,N ,N ,No subjects through Irish,Catholic
16821G,N ,Y ,N ,No subjects through Irish,Catholic
17214N,N ,N ,N ,No subjects through Irish,Catholic
20421M,Y ,N ,N ,No subjects through Irish,Catholic
71970L,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
60891E,N ,N ,N ,No subjects taught through Irish,CATHOLIC
20400E,N ,N ,N ,No subjects through Irish,Multi Denominational
20178G,N ,N ,N ,No subjects through Irish,Multi Denominational
71950F,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19797E,N ,N ,N ,No subjects through Irish,Catholic
19043W,N ,N ,N ,No subjects through Irish,Catholic
17198S,N ,N ,N ,No subjects through Irish,Catholic
14180H,N ,N ,N ,No subjects through Irish,Church Of Ireland
20112W,N ,Y ,N ,No subjects through Irish,Catholic
16138S,N ,Y ,N ,No subjects through Irish,Church Of Ireland
06998Q,N ,Y ,N ,No subjects through Irish,Catholic
18551N,N ,N ,N ,No subjects through Irish,Catholic
11517B,N ,N ,N ,No subjects through Irish,Church Of Ireland
16774A,N ,N ,N ,No subjects through Irish,Catholic
19549I,N ,N ,N ,No subjects through Irish,Catholic
13530D,N ,Y ,N ,No subjects through Irish,Catholic
20126K,N ,N ,N ,All subjects through Irish,Catholic
08221J,N ,Y ,N ,No subjects through Irish,Catholic
19369G,N ,N ,N ,No subjects through Irish,Church Of Ireland
13741Q,N ,N ,N ,No subjects through Irish,Catholic
17167H,N ,N ,N ,No subjects through Irish,Catholic
19487M,N ,N ,N ,No subjects through Irish,Catholic
18503C,N ,N ,N ,No subjects through Irish,Catholic
20024C,N ,N ,N ,No subjects through Irish,Catholic
19377F,N ,N ,N ,No subjects through Irish,Catholic
17482P,N ,Y ,N ,No subjects through Irish,Catholic
12007G,N ,N ,N ,No subjects through Irish,Catholic
13826B,N ,N ,N ,No subjects through Irish,Catholic
13686L,N ,N ,N ,No subjects through Irish,Catholic
13648D,N ,N ,N ,No subjects through Irish,Church Of Ireland
70500P,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
70970G,N ,Y ,N ,Some pupils taught some subjects through Irish,MULTI DENOMINATIONAL
20519G,N ,N ,N ,No subjects through Irish,Multi Denominational
20142I,N ,N ,N ,No subjects through Irish,Catholic
16118M,N ,N ,N ,No subjects through Irish,Catholic
00977B,N ,N ,N ,No subjects through Irish,Catholic
17731K,N ,Y ,N ,No subjects through Irish,Catholic
64880T,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19927O,N ,N ,N ,No subjects through Irish,Catholic
62421A,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17519M,N ,N ,N ,No subjects through Irish,Catholic
05501A,N ,N ,N ,No subjects through Irish,Catholic
15315J,N ,N ,N ,No subjects through Irish,Church Of Ireland
19853L,N ,N ,N ,All subjects through Irish,Catholic
11405N,N ,N ,N ,No subjects through Irish,Catholic
76293U,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
16159D,N ,N ,N ,No subjects through Irish,Catholic
15255R,N ,Y ,N ,No subjects through Irish,Catholic
17703F,N ,N ,N ,No subjects through Irish,Catholic
12685E,N ,N ,N ,No subjects through Irish,Catholic
91332O,N ,Y ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
76476F,N ,N ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
19432K,N ,N ,N ,No subjects through Irish,Catholic
17674B,N ,N ,N ,No subjects through Irish,Catholic
81010J,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
17222M,N ,N ,N ,No subjects through Irish,Catholic
13779S,N ,N ,N ,No subjects through Irish,Catholic
19685Q,Y ,Y ,N ,All subjects through Irish,Catholic
19461R,N ,N ,N ,No subjects through Irish,Catholic
17363H,N ,N ,N ,No subjects through Irish,Catholic
19333I,N ,N ,N ,No subjects through Irish,Catholic
62861F,N ,N ,N ,No subjects taught through Irish,CATHOLIC
17472M,N ,N ,N ,No subjects through Irish,Catholic
18756I,N ,N ,N ,No subjects through Irish,Catholic
08342V,N ,N ,N ,No subjects through Irish,Catholic
20238V,N ,N ,N ,All subjects through Irish,Inter Denominational
08972I,N ,N ,N ,No subjects through Irish,Catholic
13847J,N ,N ,N ,No subjects through Irish,Catholic
17695J,N ,N ,N ,No subjects through Irish,Catholic
71730O,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
14784Q,N ,N ,N ,No subjects through Irish,Catholic
17089N,N ,N ,N ,No subjects through Irish,Catholic
14863M,Y ,Y ,N ,Some subjects through Irish,Catholic
60560E,N ,N ,N ,No subjects taught through Irish,CATHOLIC
18294T,N ,N ,N ,No subjects through Irish,Catholic
18001B,N ,Y ,N ,No subjects through Irish,Catholic
62560O,N ,N ,N ,Some pupils taught some subjects through Irish,CATHOLIC
18131O,N ,Y ,N ,No subjects through Irish,Catholic
14767Q,N ,N ,N ,No subjects through Irish,Catholic
17012B,N ,N ,N ,No subjects through Irish,Catholic
63620L,N ,N ,N ,No subjects taught through Irish,CATHOLIC
19919P,N ,N ,N ,No subjects through Irish,Catholic
16217O,N ,N ,N ,No subjects through Irish,Catholic
20059V,N ,Y ,N ,No subjects through Irish,Catholic
20151J,N ,N ,N ,All subjects through Irish,Catholic
19977G,N ,Y ,N ,No subjects through Irish,Catholic
20339E,N ,N ,N ,No subjects through Irish,Catholic
04796R,N ,Y ,N ,No subjects through Irish,Catholic
17507F,N ,N ,N ,No subjects through Irish,Catholic
15933M,N ,N ,N ,No subjects through Irish,Catholic
20467N,Y ,Y ,N ,No subjects through Irish,Catholic
14568K,N ,N ,N ,No subjects through Irish,Catholic
15763N,N ,N ,N ,No subjects through Irish,Church Of Ireland
19879G,N ,N ,N ,No subjects through Irish,Catholic
14571W,N ,N ,N ,No subjects through Irish,Catholic
71050P,N ,Y ,N ,No subjects taught through Irish,MULTI DENOMINATIONAL
18033O,N ,N ,N ,No subjects through Irish,Church Of Ireland
17686I,N ,Y ,N ,No subjects through Irish,Catholic
71120K,N ,N ,N ,No subjects taught through Irish,INTER DENOMINATIONAL
19511G,N ,Y ,N ,No subjects through Irish,Catholic
71320S,Y ,N ,N ,All pupils taught all subjects through Irish,MULTI DENOMINATIONAL
60264A,N ,N ,N ,No subjects taught through Irish,CATHOLIC
15382B,N ,N ,N ,No subjects through Irish,Catholic
11372B,N ,N ,N ,No subjects through Irish,Catholic
17921P,N ,N ,N ,No subjects through Irish,Catholic
15543W,N ,Y ,N ,No subjects through Irish,Catholic
