G-ID,Crime,Total (2004 to 2015)
20462,Burglary and related offences,398
20462,Controlled drug offences,291
20462,Damage to property and to the environment,474
20462,Dangerous or negligent acts,328
20462,"Fraud, deception and related offences",54
20462,Kidnapping and related offences,3
20462,"Offences against government, justice procedures and organisation of crime",142
20462,Public order and other social code offences,643
20462,"Robbery, extortion and hijacking offences",6
20462,Theft and related offences,1004
20462,Weapons and Explosives Offences,49
20464,"Attempts or threats to murder, assaults, harassments and related offences",121
20464,Burglary and related offences,193
20464,Controlled drug offences,72
20464,Damage to property and to the environment,173
20464,Dangerous or negligent acts,103
20464,"Fraud, deception and related offences",6
20464,Kidnapping and related offences,0
20464,"Offences against government, justice procedures and organisation of crime",18
20464,Public order and other social code offences,157
20464,"Robbery, extortion and hijacking offences",4
20464,Theft and related offences,373
20464,Weapons and Explosives Offences,14
20466,"Attempts or threats to murder, assaults, harassments and related offences",80
20466,Burglary and related offences,119
20466,Controlled drug offences,45
20466,Damage to property and to the environment,94
20466,Dangerous or negligent acts,53
20466,"Fraud, deception and related offences",16
20466,Kidnapping and related offences,0
20466,"Offences against government, justice procedures and organisation of crime",6
20466,Public order and other social code offences,80
20466,"Robbery, extortion and hijacking offences",3
20466,Theft and related offences,205
20466,Weapons and Explosives Offences,14
20468,"Attempts or threats to murder, assaults, harassments and related offences",280
20468,Burglary and related offences,279
20468,Controlled drug offences,112
20468,Damage to property and to the environment,544
20468,Dangerous or negligent acts,275
20468,"Fraud, deception and related offences",32
20468,Kidnapping and related offences,0
20468,"Offences against government, justice procedures and organisation of crime",65
20468,Public order and other social code offences,1098
20468,"Robbery, extortion and hijacking offences",2
20468,Theft and related offences,725
20468,Weapons and Explosives Offences,24
20469,"Attempts or threats to murder, assaults, harassments and related offences",20
20469,Burglary and related offences,61
20469,Controlled drug offences,4
20469,Damage to property and to the environment,39
20469,Dangerous or negligent acts,10
20469,"Fraud, deception and related offences",7
20469,Kidnapping and related offences,0
20469,"Offences against government, justice procedures and organisation of crime",2
20469,Public order and other social code offences,14
20469,"Robbery, extortion and hijacking offences",0
20469,Theft and related offences,182
20469,Weapons and Explosives Offences,1
20470,"Attempts or threats to murder, assaults, harassments and related offences",46
20470,Burglary and related offences,93
20470,Controlled drug offences,41
20470,Damage to property and to the environment,59
20470,Dangerous or negligent acts,44
20470,"Fraud, deception and related offences",3
20470,Kidnapping and related offences,0
20470,"Offences against government, justice procedures and organisation of crime",15
20470,Public order and other social code offences,57
20470,"Robbery, extortion and hijacking offences",1
20470,Theft and related offences,116
20470,Weapons and Explosives Offences,2
20473,"Attempts or threats to murder, assaults, harassments and related offences",83
20473,Burglary and related offences,75
20473,Controlled drug offences,10
20473,Damage to property and to the environment,115
20473,Dangerous or negligent acts,69
20473,"Fraud, deception and related offences",7
20473,Kidnapping and related offences,0
20473,"Offences against government, justice procedures and organisation of crime",8
20473,Public order and other social code offences,221
20473,"Robbery, extortion and hijacking offences",0
20473,Theft and related offences,215
20473,Weapons and Explosives Offences,1
20474,"Attempts or threats to murder, assaults, harassments and related offences",126
20474,Burglary and related offences,126
20474,Controlled drug offences,76
20474,Damage to property and to the environment,239
20474,Dangerous or negligent acts,88
20474,"Fraud, deception and related offences",13
20474,Kidnapping and related offences,1
20474,"Offences against government, justice procedures and organisation of crime",30
20474,Public order and other social code offences,235
20474,"Robbery, extortion and hijacking offences",1
20474,Theft and related offences,304
20474,Weapons and Explosives Offences,9
20475,"Attempts or threats to murder, assaults, harassments and related offences",3792
20475,Burglary and related offences,4724
20475,Controlled drug offences,3130
20475,Damage to property and to the environment,7288
20475,Dangerous or negligent acts,2689
20475,"Fraud, deception and related offences",1333
20475,Kidnapping and related offences,24
20475,"Offences against government, justice procedures and organisation of crime",2118
20475,Public order and other social code offences,17965
20475,"Robbery, extortion and hijacking offences",370
20475,Theft and related offences,17467
20475,Weapons and Explosives Offences,405
20476,"Attempts or threats to murder, assaults, harassments and related offences",395
20476,Burglary and related offences,739
20476,Controlled drug offences,241
20476,Damage to property and to the environment,715
20476,Dangerous or negligent acts,460
20476,"Fraud, deception and related offences",131
20476,Kidnapping and related offences,2
20476,"Offences against government, justice procedures and organisation of crime",75
20476,Public order and other social code offences,647
20476,"Robbery, extortion and hijacking offences",26
20476,Theft and related offences,1751
20476,Weapons and Explosives Offences,30
20478,"Attempts or threats to murder, assaults, harassments and related offences",189
20478,Burglary and related offences,490
